NewCollege
1 3904.743 -7161.692 0 OX
2 3904.743 -7161.692 0 OX
3 3904.743 -7161.692 0 OX
4 3904.743 -7161.692 0 OX
5 3904.743 -7161.692 0 OX
6 3904.743 -7161.692 0 OX
7 3904.743 -7161.692 0 OX
8 3904.743 -7161.692 0 OX
9 3904.743 -7161.692 0 OX
10 3904.743 -7161.692 0 OX
11 3904.743 -7161.692 0 OX
12 3904.743 -7161.692 0 OX
13 3904.743 -7161.692 0 OX
14 3904.743 -7161.692 0 OX
15 3904.743 -7161.692 0 OX
16 3904.743 -7161.692 0 OX
17 3904.743 -7161.692 0 OX
18 3904.743 -7161.692 0 OX
19 3904.743 -7161.692 0 OX
20 3904.743 -7161.692 0 OX
21 3904.743 -7161.692 0 OX
22 3904.743 -7161.692 0 OX
23 3904.743 -7161.692 0 OX
24 3904.743 -7161.692 0 OX
25 3904.743 -7161.692 0 OX
26 3904.743 -7161.692 0 OX
27 3904.743 -7161.692 0 OX
28 3904.743 -7161.692 0 OX
29 3904.743 -7161.692 0 OX
30 3904.743 -7161.692 0 OX
31 3904.743 -7161.692 0 OX
32 3904.743 -7161.692 0 OX
33 3904.743 -7161.692 0 OX
34 3904.743 -7161.692 0 OX
35 3904.743 -7161.692 0 OX
36 3904.743 -7161.692 0 OX
37 3904.743 -7161.692 0 OX
38 3904.743 -7161.692 0 OX
39 3904.743 -7161.692 0 OX
40 3904.743 -7161.692 0 OX
41 3904.743 -7161.692 0 OX
42 3904.743 -7161.692 0 OX
43 3904.743 -7161.692 0 OX
44 3904.743 -7161.692 0 OX
45 3904.743 -7161.692 0 OX
46 3904.743 -7161.692 0 OX
47 3904.743 -7161.692 0 OX
48 3904.743 -7161.692 0 OX
49 3904.743 -7161.692 0 OX
50 3904.743 -7161.692 0 OX
51 3904.743 -7161.692 0 OX
52 3904.743 -7161.692 0 OX
53 3904.743 -7161.692 0 OX
54 3904.743 -7161.692 0 OX
55 3904.743 -7161.692 0 OX
56 3904.743 -7161.692 0 OX
57 3904.743 -7161.692 0 OX
58 3904.743 -7161.692 0 OX
59 3904.743 -7161.692 0 OX
60 3904.743 -7161.692 0 OX
61 3904.743 -7161.692 0 OX
62 3904.743 -7161.692 0 OX
63 3904.743 -7161.692 0 OX
64 3904.743 -7161.692 0 OX
65 3904.743 -7161.692 0 OX
66 3904.743 -7161.692 0 OX
67 3904.743 -7161.692 0 OX
68 3904.743 -7161.692 0 OX
69 3904.743 -7161.692 0 OX
70 3904.743 -7161.692 0 OX
71 3904.743 -7161.692 0 OX
72 3904.743 -7161.692 0 OX
73 3904.743 -7161.692 0 OX
74 3904.743 -7161.692 0 OX
75 3904.743 -7161.692 0 OX
76 3904.743 -7161.692 0 OX
77 3904.743 -7161.692 0 OX
78 3904.743 -7161.692 0 OX
79 3904.743 -7161.692 0 OX
80 3904.743 -7161.692 0 OX
81 3904.743 -7161.692 0 OX
82 3904.743 -7161.692 0 OX
83 3904.743 -7161.692 0 OX
84 3904.743 -7161.692 0 OX
85 3904.743 -7161.692 0 OX
86 3904.743 -7161.692 0 OX
87 3904.743 -7161.692 0 OX
